967,21,岐阜県,岐阜市
968,21,岐阜県,大垣市
969,21,岐阜県,高山市
970,21,岐阜県,多治見市
971,21,岐阜県,関市
972,21,岐阜県,中津川市
973,21,岐阜県,美濃市
974,21,岐阜県,瑞浪市
975,21,岐阜県,羽島市
976,21,岐阜県,恵那市
977,21,岐阜県,美濃加茂市
978,21,岐阜県,土岐市
979,21,岐阜県,各務原市
980,21,岐阜県,可児市
981,21,岐阜県,山県市
982,21,岐阜県,瑞穂市
983,21,岐阜県,飛騨市
984,21,岐阜県,本巣市
985,21,岐阜県,郡上市
986,21,岐阜県,下呂市
987,21,岐阜県,海津市
988,21,岐阜県,羽島郡岐南町
989,21,岐阜県,羽島郡笠松町
990,21,岐阜県,養老郡養老町
991,21,岐阜県,不破郡垂井町
992,21,岐阜県,不破郡関ケ原町
993,21,岐阜県,安八郡神戸町
994,21,岐阜県,安八郡輪之内町
995,21,岐阜県,安八郡安八町
996,21,岐阜県,揖斐郡揖斐川町
997,21,岐阜県,揖斐郡大野町
998,21,岐阜県,揖斐郡池田町
999,21,岐阜県,本巣郡北方町
1000,21,岐阜県,加茂郡坂祝町
1001,21,岐阜県,加茂郡富加町
1002,21,岐阜県,加茂郡川辺町
1003,21,岐阜県,加茂郡七宗町
1004,21,岐阜県,加茂郡八百津町
1005,21,岐阜県,加茂郡白川町
1006,21,岐阜県,加茂郡東白川村
1007,21,岐阜県,可児郡御嵩町
1008,21,岐阜県,大野郡白川村
1009,22,静岡県,静岡市葵区
1010,22,静岡県,静岡市駿河区
1011,22,静岡県,静岡市清水区
1012,22,静岡県,浜松市中区
1013,22,静岡県,浜松市東区
1014,22,静岡県,浜松市西区
1015,22,静岡県,浜松市南区
1016,22,静岡県,浜松市北区
1017,22,静岡県,浜松市浜北区
1018,22,静岡県,浜松市天竜区
1019,22,静岡県,沼津市
1020,22,静岡県,熱海市
1021,22,静岡県,三島市
1022,22,静岡県,富士宮市
1023,22,静岡県,伊東市
1024,22,静岡県,島田市
1025,22,静岡県,富士市
1026,22,静岡県,磐田市
1027,22,静岡県,焼津市
1028,22,静岡県,掛川市
1029,22,静岡県,藤枝市
1030,22,静岡県,御殿場市
1031,22,静岡県,袋井市
1032,22,静岡県,下田市
1033,22,静岡県,裾野市
1034,22,静岡県,湖西市
1035,22,静岡県,伊豆市
1036,22,静岡県,御前崎市
1037,22,静岡県,菊川市
1038,22,静岡県,伊豆の国市
1039,22,静岡県,牧之原市
1040,22,静岡県,賀茂郡東伊豆町
1041,22,静岡県,賀茂郡河津町
1042,22,静岡県,賀茂郡南伊豆町
1043,22,静岡県,賀茂郡松崎町
1044,22,静岡県,賀茂郡西伊豆町
1045,22,静岡県,田方郡函南町
1046,22,静岡県,駿東郡清水町
1047,22,静岡県,駿東郡長泉町
1048,22,静岡県,駿東郡小山町
1049,22,静岡県,榛原郡吉田町
1050,22,静岡県,榛原郡川根本町
1051,22,静岡県,周智郡森町
1052,23,愛知県,名古屋市千種区
1053,23,愛知県,名古屋市東区
1054,23,愛知県,名古屋市北区
1055,23,愛知県,名古屋市西区
1056,23,愛知県,名古屋市中村区
1057,23,愛知県,名古屋市中区
1058,23,愛知県,名古屋市昭和区
1059,23,愛知県,名古屋市瑞穂区
1060,23,愛知県,名古屋市熱田区
1061,23,愛知県,名古屋市中川区
1062,23,愛知県,名古屋市港区
1063,23,愛知県,名古屋市南区
1064,23,愛知県,名古屋市守山区
1065,23,愛知県,名古屋市緑区
1066,23,愛知県,名古屋市名東区
1067,23,愛知県,名古屋市天白区
1068,23,愛知県,豊橋市
1069,23,愛知県,岡崎市
1070,23,愛知県,一宮市
1071,23,愛知県,瀬戸市
1072,23,愛知県,半田市
1073,23,愛知県,春日井市
1074,23,愛知県,豊川市
1075,23,愛知県,津島市
1076,23,愛知県,碧南市
1077,23,愛知県,刈谷市
1078,23,愛知県,豊田市
1079,23,愛知県,安城市
1080,23,愛知県,西尾市
1081,23,愛知県,蒲郡市
1082,23,愛知県,犬山市
1083,23,愛知県,常滑市
1084,23,愛知県,江南市
1085,23,愛知県,小牧市
1086,23,愛知県,稲沢市
1087,23,愛知県,新城市
1088,23,愛知県,東海市
1089,23,愛知県,大府市
1090,23,愛知県,知多市
1091,23,愛知県,知立市
1092,23,愛知県,尾張旭市
1093,23,愛知県,高浜市
1094,23,愛知県,岩倉市
1095,23,愛知県,豊明市
1096,23,愛知県,日進市
1097,23,愛知県,田原市
1098,23,愛知県,愛西市
